"id","memberId","loanAmount","fundedAmount","term","intRate","expDefaultRate","serviceFeeRate","installment","grade","subGrade","empLength","homeOwnership","annualInc","isIncV","acceptD","expD","listD","creditPullD","reviewStatusD","reviewStatus","desc","purpose","addrZip","addrState","investorCount","ilsExpD","initialListStatus","empTitle","accNowDelinq","accOpenPast24Mths","bcOpenToBuy","percentBcGt75","bcUtil","dti","delinq2Yrs","delinqAmnt","earliestCrLine","ficoRangeLow","ficoRangeHigh","inqLast6Mths","mthsSinceLastDelinq","mthsSinceLastRecord","mthsSinceRecentInq","mthsSinceRecentRevolDelinq","mthsSinceRecentBc","mortAcc","openAcc","pubRec","totalBalExMort","revolBal","revolUtil","totalBcLimit","totalAcc","totalIlHighCreditLimit","numRevAccts","mthsSinceRecentBcDlq","pubRecBankruptcies","numAcctsEver120Ppd","chargeoffWithin12Mths","collections12MthsExMed","taxLiens","mthsSinceLastMajorDerog","numSats","numTlOpPast12m","moSinRcntTl","totHiCredLim","totCurBal","avgCurBal","numBcTl","numActvBcTl","numBcSats","pctTlNvrDlq","numTl90gDpd24m","numTl30dpd","numTl120dpd2m","numIlTl","moSinOldIlAcct","numActvRevTl","moSinOldRevTlOp","moSinRcntRevTlOp","totalRevHiLim","numRevTlBalGt0","numOpRevTl","totCollAmt","applicationType","annualIncJoint","dtiJoint","isIncVJoint","openAcc6m","openIl6m","openIl12m","openIl24m","mthsSinceRcntIl","totalBalIl","iLUtil","openRv12m","openRv24m","maxBalBc","allUtil","inqFi","totalCuTl","inqLast12m","earliestCrLineMonths","installmentIncomeRatio","revolBalAnnualIncRatio","model","pctFunded"
83428542,89356263,12000,0,36,15.59,7.71,0.96,419.46,"C","C5",120,"MORTGAGE",103000,"VERIFIED","2016-06-15T20:49:00.000-07:00","2016-07-11T09:52:00.000-07:00","2016-06-27T10:00:00.000-07:00","2016-06-15T20:47:52.000-07:00","2016-06-27T08:14:31.000-07:00","APPROVED",,"home_improvement","175xx","PA",,"2016-06-27T10:00:00.000-07:00","F","Owner",0,5,2258,25,74.9,11.19,1,0,1995-12-15,670,674,1,16,,1,45,11,2,14,0,30956,6742,62.4,9000,33,32019,22,45,0,1,0,0,0,45,14,3,1,144969,126965,9767,14,4,4,87,0,0,0,9,143,4,246,11,10800,4,8,2441,"INDIVIDUAL",,,,2,5,2,2,1,24214,75.6,1,3,2723,72.3,3,0,6,245,0.0488691262135922,0.0654563106796116,0.922978426954019,0
83375153,89292875,15000,0,60,13.49,4.96,0.58,345.08,"C","C2",,"MORTGAGE",51000,"VERIFIED","2016-06-16T06:21:49.000-07:00","2016-07-11T09:52:00.000-07:00","2016-06-27T10:00:00.000-07:00","2016-06-16T06:17:14.000-07:00","2016-06-27T08:07:29.000-07:00","APPROVED",,"debt_consolidation","360xx","AL",,"2016-06-27T10:00:00.000-07:00","F",,0,1,17746,0,27.6,11.97,1,0,1998-06-15,665,669,1,20,,4,20,4,3,18,0,12187,12187,18.5,24500,33,0,29,,0,1,0,0,0,20,18,1,4,349700,275922,16231,11,6,9,96,1,0,0,1,166,11,216,4,65700,11,17,618,"INDIVIDUAL",,,,1,0,0,0,166,0,,1,1,3531,18.5,1,1,3,215,0.0811952941176471,0.238960784313725,0.821060116072458,0
83173578,89065341,35000,0,60,26.99,12.55,0.71,1068.53,"F","F3",120,"RENT",95000,"VERIFIED","2016-06-14T08:15:43.000-07:00","2016-07-11T09:52:00.000-07:00","2016-06-27T10:00:00.000-07:00","2016-06-13T19:50:13.000-07:00","2016-06-27T08:22:31.000-07:00","APPROVED",,"debt_consolidation","014xx","MA",,"2016-06-27T10:00:00.000-07:00","F","OPS nco ",0,6,12714,14.3,59.9,11.97,0,0,1984-07-13,690,694,1,,,5,,3,0,11,0,18986,18986,56.7,31700,13,0,10,,0,0,0,0,0,,11,5,3,35365,18986,1899,7,6,7,100,0,0,0,2,26,6,383,3,33500,6,10,0,"INDIVIDUAL",,,,3,0,0,0,25,0,,5,6,7353,53.7,0,1,1,382,0.134972210526316,0.199852631578947,0.879957110130641,0
83657290,89625070,6000,0,36,11.49,4.76,0.85,197.83,"B","B5",120,"RENT",50000,"VERIFIED","2016-06-20T20:28:15.000-07:00","2016-07-11T09:52:00.000-07:00","2016-06-27T10:00:00.000-07:00","2016-06-20T19:15:26.000-07:00","2016-06-27T07:49:34.000-07:00","APPROVED",,"debt_consolidation","128xx","NY",,"2016-06-27T10:00:00.000-07:00","F","Foreman",0,4,117,100,94.1,11.47,0,0,2009-02-20,685,689,1,,,1,,31,0,7,0,12392,5356,54.1,2000,11,12849,7,,0,0,0,0,0,,7,1,1,22749,12392,2065,1,1,1,100,0,0,0,4,88,4,60,1,9900,4,6,0,"INDIVIDUAL",,,,1,1,0,1,19,7036,54.8,1,3,1883,54.5,0,4,1,87,0.0474792,0.10712,0.869050908253454,0
83676349,89644093,12000,0,60,25.29,12.39,0.66,354.26,"E","E5",0,"MORTGAGE",90000,"VERIFIED","2016-06-19T18:37:31.000-07:00","2016-07-11T09:52:00.000-07:00","2016-06-27T10:00:00.000-07:00","2016-06-19T18:34:15.000-07:00","2016-06-27T07:30:09.000-07:00","APPROVED",,"medical","463xx","IN",,"2016-06-27T10:00:00.000-07:00","F","shop supervisor",0,4,1126,50,75,25.92,0,0,1994-12-19,660,664,0,,79,6,,42,6,7,1,80949,3943,75.8,4500,26,93368,10,,1,0,0,0,0,,7,4,6,321723,302696,43242,5,2,2,100,0,0,0,10,120,3,258,38,5200,3,3,0,"INDIVIDUAL",,,,2,3,3,3,6,77006,77.3,0,0,2271,77.2,6,2,11,257,0.0472346666666667,0.0438111111111111,0.977862837920351,0
83879823,89847669,3000,0,36,13.99,6.3,0.96,102.52,"C","C3",24,"RENT",44200,"VERIFIED","2016-06-23T11:07:16.000-07:00","2016-07-11T09:52:01.000-07:00","2016-06-27T10:00:00.000-07:00","2016-06-23T11:06:52.000-07:00","2016-06-27T07:27:54.000-07:00","APPROVED",,"medical","065xx","CT",,"2016-06-27T10:00:00.000-07:00","F","Human Resources",0,5,569,0,59.4,12.68,0,0,1993-04-22,675,679,2,69,,0,,18,0,7,0,7658,1428,30.4,1400,12,15415,8,,0,0,0,1,0,,7,3,3,20115,7658,1276,3,2,2,91,0,0,0,3,154,4,197,3,4700,4,5,1434,"INDIVIDUAL",,,,2,1,0,0,54,6230,40.4,3,5,565,38.1,0,0,4,277,0.0278334841628959,0.0323076923076923,0.861355676153506,0
83698458,89666271,7225,0,36,15.59,7.71,0.96,252.55,"C","C5",120,"MORTGAGE",90000,"VERIFIED","2016-06-22T05:57:33.000-07:00","2016-07-11T09:52:00.000-07:00","2016-06-27T10:00:00.000-07:00","2016-06-22T05:55:58.000-07:00","2016-06-27T08:29:16.000-07:00","APPROVED",,"home_improvement","018xx","MA",,"2016-06-27T10:00:00.000-07:00","F","Union Carpenter",0,7,300,0,0,9.55,0,0,2002-01-21,675,679,2,62,,0,,5,2,7,0,17004,1935,26.9,300,12,22680,5,,0,1,0,0,0,62,7,4,2,451074,429240,61320,1,0,1,91,0,0,0,5,128,2,173,5,7200,2,4,0,"INDIVIDUAL",,,,2,2,1,2,2,15069,66.4,3,3,0,56.9,1,1,3,172,0.0336733333333333,0.0215,0.911725177602201,0
83620910,89549622,10000,0,36,8.59,2.27,0.78,316.1,"A","A5",120,"MORTGAGE",52000,"VERIFIED","2016-06-22T10:47:19.000-07:00","2016-07-11T09:52:00.000-07:00","2016-06-27T10:00:00.000-07:00","2016-06-22T10:41:15.000-07:00","2016-06-27T07:35:04.000-07:00","APPROVED",,"debt_consolidation","027xx","MA",,"2016-06-27T10:00:00.000-07:00","F","Water Treatment Plant Operator",0,7,27063,0,18.2,21.28,1,0,1989-04-21,710,714,0,21,,14,,12,7,15,0,25479,6606,16.5,33100,36,34357,19,,0,1,0,0,0,21,15,2,11,261419,208853,14918,16,5,8,97,1,0,0,8,130,6,326,12,40100,6,10,0,"INDIVIDUAL",,,,0,3,1,2,11,18873,54.9,1,3,2300,34.2,2,0,0,325,0.0729461538461539,0.127038461538462,0.942816256711509,0
83819548,89777383,10000,0,36,12.79,5.47,0.96,335.93,"C","C1",96,"RENT",32000,"VERIFIED","2016-06-22T11:44:10.000-07:00","2016-07-11T09:52:01.000-07:00","2016-06-27T10:00:00.000-07:00","2016-06-22T11:39:23.000-07:00","2016-06-27T07:58:28.000-07:00","APPROVED",,"other","331xx","FL",,"2016-06-27T10:00:00.000-07:00","F","Shift Supervisor",0,1,5377,66.7,64.6,19.43,0,0,2007-08-21,665,669,0,24,,18,24,12,0,6,0,17774,10255,62.9,15200,9,14172,7,,0,0,0,0,0,,6,1,12,30472,17774,2962,3,3,3,77,0,0,0,2,106,4,100,12,16300,4,5,0,"INDIVIDUAL",,,,0,1,0,0,30,7519,53.1,1,1,4878,58.3,0,0,0,105,0.12597375,0.32046875,0.767305815882532,0
83770799,89738654,5000,0,36,13.49,6,0.96,169.66,"C","C2",48,"MORTGAGE",70000,"VERIFIED","2016-06-23T16:26:19.000-07:00","2016-07-11T09:52:00.000-07:00","2016-06-27T10:00:00.000-07:00","2016-06-23T16:22:03.000-07:00","2016-06-27T08:34:03.000-07:00","APPROVED",,"car","719xx","AR",,"2016-06-27T10:00:00.000-07:00","F","Structural Steel Detailer",0,4,317,100,96,24.89,0,0,2004-09-22,660,664,1,,114,2,,25,2,11,1,59173,13968,74.7,7900,16,61281,7,,1,0,0,0,0,,11,1,4,227981,201348,18304,4,4,4,100,0,0,0,7,123,6,109,13,18700,6,7,0,"INDIVIDUAL",,,,1,3,1,2,4,45205,73.8,0,2,4573,74,1,4,4,140,0.0290845714285714,0.199542857142857,0.897642978674804,0
83940154,89947867,5000,0,36,13.49,6,0.96,169.66,"C","C2",120,"MORTGAGE",120000,"VERIFIED","2016-06-23T17:50:53.000-07:00","2016-07-11T09:52:01.000-07:00","2016-06-27T10:00:00.000-07:00","2016-06-23T17:42:12.000-07:00","2016-06-27T07:54:03.000-07:00","APPROVED",,"other","996xx","AK",,"2016-06-27T10:00:00.000-07:00","F","Machanic",0,1,405,100,92.1,5.54,3,0,2004-11-23,675,679,0,9,,11,9,50,1,4,0,23982,4695,92.1,5100,10,26745,6,9,0,0,0,0,0,,4,0,18,371845,318408,79602,4,2,2,60,0,0,0,3,139,2,136,50,5100,2,2,97,"INDIVIDUAL",,,,0,1,0,1,18,19287,72.1,0,0,2991,75.3,0,2,1,138,0.016966,0.039125,0.883066045405678,0
84060191,90077904,5000,0,36,13.99,6.3,0.96,170.87,"C","C3",0,"RENT",61500,"SOURCE_VERIFIED","2016-06-23T18:13:47.000-07:00","2016-07-11T09:52:01.000-07:00","2016-06-27T10:00:00.000-07:00","2016-06-23T18:12:42.000-07:00","2016-06-27T08:22:27.000-07:00","APPROVED",,"other","333xx","FL",,"2016-06-27T10:00:00.000-07:00","F","Residential life night manager",0,0,383,100,94.9,7.79,0,0,1999-09-23,705,709,1,,,0,,34,6,4,0,16401,10921,95,7500,22,8690,8,,0,0,0,0,0,,4,0,29,20190,16401,4100,3,2,2,100,0,0,0,8,139,3,201,34,11500,3,3,0,"INDIVIDUAL",,,,0,1,0,0,29,5480,63.1,0,0,4774,81.2,0,9,2,200,0.033340487804878,0.177577235772358,0.813633643473594,0
83922282,89930039,1200,0,36,13.49,6,0.96,40.72,"C","C2",48,"MORTGAGE",34000,"NOT_VERIFIED","2016-06-27T08:13:44.000-07:00","2016-07-11T09:52:01.000-07:00","2016-06-27T10:00:00.000-07:00","2016-06-27T08:12:42.000-07:00","2016-06-27T08:17:26.000-07:00","APPROVED",,"home_improvement","234xx","VA",,"2016-06-27T10:00:00.000-07:00","F","Eligibility worker ",0,4,21343,25,35.3,22.31,0,0,1999-03-26,660,664,0,35,21,14,35,46,1,12,2,14537,12410,27.1,33000,25,6000,18,35,0,3,0,1,0,35,12,1,11,189060,101290,8441,12,2,4,88,0,0,0,6,166,5,207,11,45800,5,10,7050,"INDIVIDUAL",,,,0,1,0,0,45,2127,35.4,1,4,9644,28.1,0,0,0,206,0.0143717647058824,0.365,0.599524292634927,0
84000731,90008462,2800,0,36,17.99,9.35,1.05,101.22,"D","D2",48,"RENT",23000,"VERIFIED","2016-06-24T12:07:57.000-07:00","2016-07-11T09:52:01.000-07:00","2016-06-27T10:00:00.000-07:00","2016-06-24T12:05:27.000-07:00","2016-06-27T08:43:19.000-07:00","APPROVED",,"other","770xx","TX",,"2016-06-27T10:00:00.000-07:00","F","Custodian",0,6,5874,25,44.1,33.35,0,0,2007-04-23,670,674,0,,,10,,15,0,12,0,23757,5223,35.1,10500,16,23310,11,,0,0,0,1,0,,12,3,5,38210,23757,2376,5,2,4,100,0,0,0,5,42,4,110,5,14900,4,10,401,"INDIVIDUAL",,,,2,2,2,3,6,18534,79.5,1,3,3945,62.2,1,1,1,109,0.0528104347826087,0.227086956521739,0.595849929370549,0
84050445,90058168,4800,0,36,23.99,13.71,1.11,188.3,"E","E2",120,"RENT",40000,"SOURCE_VERIFIED","2016-06-24T05:46:15.000-07:00","2016-07-11T09:52:01.000-07:00","2016-06-27T10:00:00.000-07:00","2016-06-24T05:11:17.000-07:00","2016-06-27T07:29:12.000-07:00","APPROVED",,"other","631xx","MO",,"2016-06-27T10:00:00.000-07:00","F","Correctional Officer I",0,4,,,,23.91,0,0,2011-07-23,695,699,0,44,95,11,44,,0,9,1,22627,3003,28.6,0,12,37920,7,,1,0,0,0,0,,9,2,11,48420,22627,2514,0,0,0,91,0,0,0,5,59,4,58,11,10500,4,6,0,"INDIVIDUAL",,,,0,3,0,1,18,19624,51.8,2,3,0,46.7,1,1,3,58,0.05649,0.075075,0.636054298833565,0
83992439,90000218,5000,0,36,7.99,2.05,0.78,156.66,"A","A4",120,"RENT",165000,"NOT_VERIFIED","2016-06-27T06:26:33.000-07:00","2016-07-11T09:52:01.000-07:00","2016-06-27T10:00:00.000-07:00","2016-06-27T06:25:25.000-07:00","2016-06-27T06:30:50.000-07:00","APPROVED",,"debt_consolidation","100xx","NY",,"2016-06-27T10:00:00.000-07:00","F","Principal Software Engineer",0,4,3733,75,79.7,17.61,1,0,1999-03-26,700,704,0,21,,,30,11,0,13,0,33405,19850,61.6,18400,25,42326,16,30,0,1,0,0,0,21,13,2,8,74526,33405,2784,7,4,4,91,1,0,0,8,207,7,195,8,32200,7,9,0,"INDIVIDUAL",,,,0,4,0,2,15,13555,32,2,2,7895,44.8,0,0,0,206,0.0113934545454545,0.12030303030303,0.925226362738127,0
84132895,90140768,5000,0,36,5.32,1.23,0.78,150.58,"A","A1",120,"MORTGAGE",131000,"NOT_VERIFIED","2016-06-27T07:19:51.000-07:00","2016-07-11T09:52:01.000-07:00","2016-06-27T10:00:00.000-07:00","2016-06-27T07:15:09.000-07:00","2016-06-27T07:22:16.000-07:00","APPROVED",,"home_improvement","076xx","NJ",,"2016-06-27T10:00:00.000-07:00","F","Marketing Support Manager",0,5,15236,0,10.9,11.26,0,0,2000-08-26,800,804,0,,,10,,29,8,8,0,29027,1864,9.1,17100,39,71007,20,,0,0,0,0,0,,8,1,9,383429,309575,44225,15,1,2,100,0,0,0,11,167,1,190,24,20400,1,4,0,"INDIVIDUAL",,,,0,3,0,2,15,27163,38.3,0,2,1864,31.8,1,0,1,189,0.0137935877862595,0.0142290076335878,0.978426829589455,0
84132965,90140840,5600,0,36,12.79,5.47,0.96,188.13,"C","C1",84,"RENT",128000,"SOURCE_VERIFIED","2016-06-27T08:00:43.000-07:00","2016-07-11T09:52:01.000-07:00","2016-06-27T10:00:00.000-07:00","2016-06-27T07:59:54.000-07:00","2016-06-27T08:02:41.000-07:00","APPROVED",,"debt_consolidation","295xx","SC",,"2016-06-27T10:00:00.000-07:00","F","Finance Manager",0,5,3164,60,89.1,14.34,0,0,2000-09-26,670,674,1,,,6,,6,1,11,0,63703,28507,85.4,28900,27,44668,12,,0,0,0,0,0,,11,3,6,78068,63703,5791,10,5,5,100,0,0,0,12,121,7,189,6,33400,7,7,0,"INDIVIDUAL",,,,1,4,2,4,7,35196,78.8,1,1,11195,81.6,1,0,1,188,0.0176371875,0.2227109375,0.901875507903774,0
83879021,89846850,6000,0,36,11.49,4.76,0.85,197.83,"B","B5",24,"RENT",80000,"VERIFIED","2016-06-24T08:52:08.000-07:00","2016-07-11T09:52:01.000-07:00","2016-06-27T10:00:00.000-07:00","2016-06-22T16:09:41.000-07:00","2016-06-27T08:20:44.000-07:00","APPROVED",,"debt_consolidation","209xx","MD",,"2016-06-27T10:00:00.000-07:00","F","Accountant ",0,4,7090,0,38.3,25.41,1,0,2006-08-21,670,674,1,8,,0,8,22,0,10,0,52521,4410,38.3,11500,25,84594,20,8,0,1,0,0,0,34,10,0,13,96694,52521,7503,10,4,4,69,0,0,0,4,108,4,118,16,12100,4,8,452,"INDIVIDUAL",,,,0,2,0,2,13,48111,,0,2,2326,38.3,2,0,3,117,0.0296745,0.055125,0.931014947166904,0
84092242,90090057,6000,0,36,8.59,2.27,0.78,189.66,"A","A5",36,"MORTGAGE",85000,"NOT_VERIFIED","2016-06-27T05:48:11.000-07:00","2016-07-11T09:52:01.000-07:00","2016-06-27T10:00:00.000-07:00","2016-06-27T05:45:30.000-07:00","2016-06-27T06:17:51.000-07:00","APPROVED",,"debt_consolidation","786xx","TX",,"2016-06-27T10:00:00.000-07:00","F","Nurse manager",0,1,4148,0,52.9,2.48,1,0,1997-11-26,680,684,0,17,,1,75,42,1,11,0,4919,4919,35.9,8800,25,0,16,,0,3,0,0,0,51,11,0,14,175700,139565,13957,5,2,3,79,0,0,0,8,223,4,222,14,13700,4,10,2439,"INDIVIDUAL",,,,0,0,0,0,80,0,,0,1,4571,35.9,0,0,1,222,0.0267755294117647,0.0578705882352941,0.950667277852597,0
83972131,89979904,7200,0,36,10.49,3.85,0.85,233.99,"B","B3",96,"RENT",69000,"NOT_VERIFIED","2016-06-27T06:11:39.000-07:00","2016-07-11T09:52:01.000-07:00","2016-06-27T10:00:00.000-07:00","2016-06-27T06:03:47.000-07:00","2016-06-27T06:17:40.000-07:00","APPROVED",,"other","082xx","NJ",,"2016-06-27T10:00:00.000-07:00","F","General Manager",0,3,1148,83.3,88.2,26.64,0,0,2005-06-26,675,679,0,43,79,7,,7,0,14,1,37199,19001,67.4,9700,19,37576,14,,0,1,0,0,0,76,14,2,4,65776,37199,2657,6,6,6,89,0,0,0,5,116,13,132,4,28200,13,13,0,"INDIVIDUAL",,,,1,1,0,0,44,18198,,2,3,4424,67.4,0,0,1,131,0.0406939130434783,0.275376811594203,0.902023431393232,0
84131052,90138820,8900,0,36,16.99,8.5,1.05,317.27,"D","D1",0,"RENT",32000,"SOURCE_VERIFIED","2016-06-24T15:00:41.000-07:00","2016-07-11T09:52:01.000-07:00","2016-06-27T10:00:00.000-07:00","2016-06-24T14:53:46.000-07:00","2016-06-27T08:32:25.000-07:00","APPROVED",,"debt_consolidation","852xx","AZ",,"2016-06-27T10:00:00.000-07:00","F","Assistant Processor",0,10,4132,50,31.1,34.55,0,0,2005-09-23,725,729,0,,,14,,2,2,11,0,35026,5085,26.1,6000,32,39752,18,,0,0,0,0,0,,11,7,1,59252,35026,3503,8,2,3,100,0,0,0,12,129,5,127,1,19500,5,6,0,"INDIVIDUAL",,,,4,5,3,5,9,29941,75.3,4,5,1668,59.1,1,3,0,128,0.11897625,0.15890625,0.67162042663936,0
84091361,90089127,9800,0,36,5.32,1.23,0.78,295.13,"A","A1",72,"MORTGAGE",65000,"VERIFIED","2016-06-25T10:36:15.000-07:00","2016-07-11T09:52:01.000-07:00","2016-06-27T10:00:00.000-07:00","2016-06-25T10:14:58.000-07:00","2016-06-27T07:59:26.000-07:00","APPROVED",,"credit_card","761xx","TX",,"2016-06-27T10:00:00.000-07:00","F","Nurse",0,4,37541,11.1,20.5,12.37,0,0,2004-04-24,715,719,0,,,18,,26,2,24,0,14177,12647,19.3,47200,48,10800,42,,0,0,0,0,0,,24,1,4,212088,144291,6871,20,4,10,100,0,0,0,4,146,6,145,4,65500,6,22,487,"INDIVIDUAL",,,,1,1,0,0,32,1530,14.2,1,4,5006,18.6,0,0,0,145,0.0544855384615385,0.194569230769231,0.977792820633163,0
84100560,90108282,10000,0,36,12.79,5.47,0.96,335.93,"C","C1",24,"RENT",80000,"SOURCE_VERIFIED","2016-06-24T13:18:04.000-07:00","2016-07-11T09:52:01.000-07:00","2016-06-27T10:00:00.000-07:00","2016-06-24T08:49:14.000-07:00","2016-06-27T08:31:39.000-07:00","APPROVED",,"vacation","335xx","FL",,"2016-06-27T10:00:00.000-07:00","F","Pipe fitter",0,6,9552,16.7,29.8,14.34,0,0,2009-06-23,680,684,1,38,,3,,2,0,12,0,69258,4235,28,13600,23,63788,7,,0,1,0,1,0,38,12,3,2,78888,69258,5772,6,4,6,95,0,0,0,16,84,5,60,2,15100,5,7,1931,"INDIVIDUAL",,,,3,5,1,2,3,65023,113.2,2,4,3400,66.9,2,0,3,83,0.0503895,0.0529375,0.879898481755242,0
84012206,90019960,10000,0,36,15.59,7.71,0.96,349.55,"C","C5",0,"RENT",105000,"SOURCE_VERIFIED","2016-06-27T06:13:50.000-07:00","2016-07-11T09:52:01.000-07:00","2016-06-27T10:00:00.000-07:00","2016-06-27T06:11:45.000-07:00","2016-06-27T06:16:46.000-07:00","APPROVED",,"credit_card","111xx","NY",,"2016-06-27T10:00:00.000-07:00","F","Director",0,6,4290,50,58.3,22.43,1,0,2006-11-26,665,669,4,9,,2,9,6,0,26,0,151646,6504,32.8,10300,38,158571,18,9,0,0,0,0,0,,25,3,6,178371,151646,6066,8,4,6,97,0,0,0,20,96,7,115,6,19800,7,12,0,"INDIVIDUAL",,,,1,13,2,4,9,145142,91.5,1,2,3445,85,3,0,5,114,0.0399485714285714,0.0619428571428571,0.893618918781455,0
84072497,90070263,10000,0,36,12.79,5.47,0.96,335.93,"C","C1",120,"RENT",48253.68,"SOURCE_VERIFIED","2016-06-27T07:34:31.000-07:00","2016-07-11T09:52:01.000-07:00","2016-06-27T10:00:00.000-07:00","2016-06-27T07:31:44.000-07:00","2016-06-27T07:45:36.000-07:00","APPROVED",,"debt_consolidation","226xx","VA",,"2016-06-27T10:00:00.000-07:00","F","Administrative Assistant",0,8,5439,66.7,38.9,13.26,1,0,1998-07-26,675,679,0,13,78,19,13,46,2,16,1,9828,4314,22.1,8900,33,10555,21,13,1,0,0,0,0,,16,4,1,30055,9828,702,4,2,4,96,0,0,0,10,137,7,203,1,19500,7,15,0,"INDIVIDUAL",,,,3,1,1,3,6,5514,52.2,3,5,2444,32.7,0,1,0,214,0.0835409858895736,0.0894025077465594,0.808104863851585,0
84002181,90009940,11000,0,36,10.49,3.85,0.85,357.48,"B","B3",48,"OWN",41100,"NOT_VERIFIED","2016-06-27T08:13:38.000-07:00","2016-07-11T09:52:01.000-07:00","2016-06-27T10:00:00.000-07:00","2016-06-27T07:09:34.000-07:00","2016-06-27T08:17:25.000-07:00","APPROVED",,"other","147xx","NY",,"2016-06-27T10:00:00.000-07:00","F","Mechanic ",0,2,5443,33.3,56.5,14.69,0,0,2008-08-26,695,699,1,,,3,,3,0,12,0,14144,7057,56.5,12500,16,20012,5,,0,0,0,0,0,,12,1,3,32512,14144,1179,5,3,3,100,0,0,0,11,94,3,82,3,12500,3,3,0,"INDIVIDUAL",,,,1,9,0,1,24,7087,35.4,1,1,4572,43.5,0,2,1,93,0.104373722627737,0.171703163017032,0.853257695781872,0
84090274,90087989,12000,0,60,8.59,2.14,0.47,246.72,"A","A5",12,"MORTGAGE",123000,"SOURCE_VERIFIED","2016-06-23T19:58:10.000-07:00","2016-07-11T09:52:01.000-07:00","2016-06-27T10:00:00.000-07:00","2016-06-23T19:47:57.000-07:00","2016-06-27T09:17:58.000-07:00","APPROVED",,"credit_card","913xx","CA",,"2016-06-27T10:00:00.000-07:00","F","manager",0,7,5703,33.3,65.2,11.09,0,0,2004-06-23,745,749,0,,,2,,32,2,31,0,140941,13037,52.6,16400,46,135947,21,,0,0,0,0,0,,31,2,9,430747,406183,13539,9,3,3,100,0,0,0,23,71,5,144,31,24800,5,8,0,"INDIVIDUAL",,,,0,22,2,6,9,127904,94.1,0,0,7785,87.7,5,0,1,143,0.024070243902439,0.105991869918699,0.94470307441485,0
83816990,89774774,12000,0,60,29.96,14.11,0.71,387.95,"G","G4",12,"OWN",56000,"NOT_VERIFIED","2016-06-25T10:14:26.000-07:00","2016-07-11T09:52:01.000-07:00","2016-06-27T10:00:00.000-07:00","2016-06-20T07:28:41.000-07:00","2016-06-27T08:09:46.000-07:00","APPROVED",,"house","322xx","FL",,"2016-06-27T10:00:00.000-07:00","F","COURIER",0,8,11534,20,33.7,19.03,0,0,2006-07-19,685,689,1,,,5,,5,0,11,0,21687,9706,31.2,17400,11,15000,10,,0,0,0,0,0,,11,4,5,46100,21687,1972,5,2,5,100,0,0,0,1,10,4,119,5,31100,4,10,0,"INDIVIDUAL",,,,3,1,1,1,10,11981,79.9,3,7,5287,47,0,0,2,118,0.0831321428571428,0.173321428571429,0.754439670462101,0
84042160,90049919,14000,0,60,12.79,4.65,0.58,317.05,"C","C1",0,"RENT",70000,"SOURCE_VERIFIED","2016-06-27T07:50:36.000-07:00","2016-07-11T09:52:01.000-07:00","2016-06-27T10:00:00.000-07:00","2016-06-27T06:19:27.000-07:00","2016-06-27T07:59:45.000-07:00","APPROVED",,"debt_consolidation","532xx","WI",,"2016-06-27T10:00:00.000-07:00","F","Sales",0,1,8145,50,64.4,11.71,0,0,1997-12-26,685,689,0,,,15,,73,0,5,0,37191,14755,64.4,22900,16,36695,6,,0,0,0,0,0,,5,0,15,59595,37191,7438,5,2,2,100,0,0,0,5,160,2,222,73,22900,2,2,1273,"INDIVIDUAL",,,,0,2,0,1,15,22436,61.1,0,0,9696,62.4,2,0,0,221,0.0543514285714286,0.210785714285714,0.881164908702939,0
84090382,90088104,15000,0,36,13.49,6,0.96,508.96,"C","C2",108,"MORTGAGE",47000,"VERIFIED","2016-06-24T01:07:48.000-07:00","2016-07-11T09:52:01.000-07:00","2016-06-27T10:00:00.000-07:00","2016-06-24T01:06:23.000-07:00","2016-06-27T07:39:05.000-07:00","APPROVED",,"debt_consolidation","799xx","TX",,"2016-06-27T10:00:00.000-07:00","F","Teacher",0,7,2770,0,69.2,23.67,1,0,1996-07-23,675,679,1,15,,6,47,12,1,11,0,15684,10562,59.3,9000,21,8586,14,47,0,2,0,0,0,15,11,5,6,107386,103347,9395,4,2,2,81,1,0,0,5,137,6,239,6,17800,6,7,298,"INDIVIDUAL",,,,2,2,2,3,6,5122,59.7,3,4,3393,59.4,0,6,2,238,0.129947234042553,0.224723404255319,0.866801440512819,0
83992518,90000297,15000,0,36,10.99,4.3,0.85,491.01,"B","B4",84,"MORTGAGE",120000,"SOURCE_VERIFIED","2016-06-27T07:31:36.000-07:00","2016-07-11T09:52:01.000-07:00","2016-06-27T10:00:00.000-07:00","2016-06-27T07:30:54.000-07:00","2016-06-27T07:43:04.000-07:00","APPROVED",,"debt_consolidation","730xx","OK",,"2016-06-27T10:00:00.000-07:00","F","PA-C, MHS",0,5,3992,50,63.7,8.97,1,0,2003-04-26,695,699,0,8,20,7,8,1,2,14,2,60798,7637,46.6,11000,38,73139,25,,1,0,0,0,1,,14,3,1,273231,242050,17289,8,2,2,92,0,0,0,11,158,4,99,1,16400,4,8,0,"INDIVIDUAL",,,,3,5,1,2,2,53161,72.7,1,2,5269,67.9,6,8,6,157,0.049101,0.0636416666666667,0.965031577925729,0
